Pay_Date,Allowances,Overtime_Hours,Overtime_Pay,Gross_Salary,Tax,PF,Deductions,Net_Salary,Payroll_Start_Date,Payroll_End_Date,Employee_id,Department
07-08-2024,8727,23.1,6930,81298,8129.8,4064.9,12194.7,69103.3,08-07-2024,07-08-2024,EMP0443,Finance
13-12-2024,18703,7.9,2370,64063,6406.3,3203.15,9609.45,54453.55,13-11-2024,13-12-2024,EMP0444,IT
05-07-2024,8928,0.2,60,58649,5864.9,2932.45,8797.35,49851.65,05-06-2024,05-07-2024,EMP0445,IT
15-10-2024,19431,20.1,6030,58880,5888,2944,8832,50048,15-09-2024,15-10-2024,EMP0446,Finance
28-01-2024,18181,29.2,8760,61398,6139.8,3069.9,9209.7,52188.3,29-12-2023,28-01-2024,EMP0447,Finance
28-06-2024,19169,18.2,5460,112229,11222.9,5611.45,16834.35,95394.65,29-05-2024,28-06-2024,EMP0448,HR
09-09-2024,7803,3.6,1080,61968,6196.8,3098.4,9295.2,52672.8,10-08-2024,09-09-2024,EMP0449,Operations
05-05-2024,14301,9.6,2880,87835,8783.5,4391.75,13175.25,74659.75,05-04-2024,05-05-2024,EMP0450,IT
25-06-2024,11558,26,7800,45488,4548.8,2274.4,6823.2,38664.8,26-05-2024,25-06-2024,EMP0451,Finance
06-02-2024,15218,7,2100,39360,3936,1968,5904,33456,07-01-2024,06-02-2024,EMP0452,Finance
08-04-2024,5393,18.2,5460,73835,7383.5,3691.75,11075.25,62759.75,09-03-2024,08-04-2024,EMP0453,Operations
07-04-2024,11839,12.1,3630,100654,10065.4,5032.7,15098.1,85555.9,08-03-2024,07-04-2024,EMP0454,Operations
06-05-2024,14035,6.2,1860,69372,6937.2,3468.6,10405.8,58966.2,06-04-2024,06-05-2024,EMP0455,Operations
16-06-2024,14716,24.4,7320,94745,9474.5,4737.25,14211.75,80533.25,17-05-2024,16-06-2024,EMP0456,Sales
20-03-2024,13795,22.3,6690,69201,6920.1,3460.05,10380.15,58820.85,19-02-2024,20-03-2024,EMP0457,IT
20-10-2024,5581,19.8,5940,67539,6753.9,3376.95,10130.85,57408.15,20-09-2024,20-10-2024,EMP0458,IT
28-11-2024,19330,7.1,2130,49521,4952.1,2476.05,7428.15,42092.85,29-10-2024,28-11-2024,EMP0459,HR
05-05-2024,15131,2.9,870,44610,4461,2230.5,6691.5,37918.5,05-04-2024,05-05-2024,EMP0460,IT
08-12-2024,5132,17.3,5190,65693,6569.3,3284.65,9853.95,55839.05,08-11-2024,08-12-2024,EMP0461,HR
05-11-2024,7838,16.6,4980,53623,5362.3,2681.15,8043.45,45579.55,06-10-2024,05-11-2024,EMP0462,Finance
29-05-2024,19984,5.7,1710,49551,4955.1,2477.55,7432.65,42118.35,29-04-2024,29-05-2024,EMP0463,Operations
16-01-2024,8385,1.7,510,40515,4051.5,2025.75,6077.25,34437.75,17-12-2023,16-01-2024,EMP0464,Finance
28-01-2024,8770,2.4,720,37667,3766.7,1883.35,5650.05,32016.95,29-12-2023,28-01-2024,EMP0465,Sales
21-06-2024,7268,29.8,8940,66319,6631.9,3315.95,9947.85,56371.15,22-05-2024,21-06-2024,EMP0466,IT
15-02-2024,5975,23.5,7050,44851,4485.1,2242.55,6727.65,38123.35,16-01-2024,15-02-2024,EMP0467,Operations
23-11-2024,12605,27.7,8310,54805,5480.5,2740.25,8220.75,46584.25,24-10-2024,23-11-2024,EMP0468,HR
23-08-2024,12213,5.9,1770,92014,9201.4,4600.7,13802.1,78211.9,24-07-2024,23-08-2024,EMP0469,Sales
01-08-2024,15005,28.8,8640,49140,4914,2457,7371,41769,02-07-2024,01-08-2024,EMP0470,Sales
25-03-2024,16455,4.3,1290,66226,6622.6,3311.3,9933.9,56292.1,24-02-2024,25-03-2024,EMP0471,Sales
08-10-2024,14735,15.3,4590,50592,5059.2,2529.6,7588.8,43003.2,08-09-2024,08-10-2024,EMP0472,Operations
19-08-2024,7835,24.9,7470,42048,4204.8,2102.4,6307.2,35740.8,20-07-2024,19-08-2024,EMP0473,IT
25-03-2024,7738,10.5,3150,85688,8568.8,4284.4,12853.2,72834.8,24-02-2024,25-03-2024,EMP0474,IT
05-03-2024,14549,12.7,3810,87132,8713.2,4356.6,13069.8,74062.2,04-02-2024,05-03-2024,EMP0475,Finance
13-05-2024,9134,3.8,1140,87316,8731.6,4365.8,13097.4,74218.6,13-04-2024,13-05-2024,EMP0476,Operations
30-05-2024,14508,3.7,1110,85094,8509.4,4254.7,12764.1,72329.9,30-04-2024,30-05-2024,EMP0477,IT
24-04-2024,11833,18.6,5580,65965,6596.5,3298.25,9894.75,56070.25,25-03-2024,24-04-2024,EMP0478,IT
04-03-2024,13353,20.3,6090,104685,10468.5,5234.25,15702.75,88982.25,03-02-2024,04-03-2024,EMP0479,HR
08-12-2024,6909,23.3,6990,79671,7967.1,3983.55,11950.65,67720.35,08-11-2024,08-12-2024,EMP0480,Sales
28-12-2024,14319,16.7,5010,83059,8305.9,4152.95,12458.85,70600.15,28-11-2024,28-12-2024,EMP0481,HR
17-12-2024,19496,19.4,5820,74264,7426.4,3713.2,11139.6,63124.4,17-11-2024,17-12-2024,EMP0482,Sales
06-06-2024,17062,0.4,120,106275,10627.5,5313.75,15941.25,90333.75,07-05-2024,06-06-2024,EMP0483,Finance
17-03-2024,14850,4.9,1470,105443,10544.3,5272.15,15816.45,89626.55,16-02-2024,17-03-2024,EMP0484,Finance
25-05-2024,16317,29.5,8850,61702,6170.2,3085.1,9255.3,52446.7,25-04-2024,25-05-2024,EMP0485,Finance
08-12-2024,6963,2.3,690,94143,9414.3,4707.15,14121.45,80021.55,08-11-2024,08-12-2024,EMP0486,Sales
12-08-2024,10153,20.4,6120,82835,8283.5,4141.75,12425.25,70409.75,13-07-2024,12-08-2024,EMP0487,IT
08-11-2024,15481,5.3,1590,95606,9560.6,4780.3,14340.9,81265.1,09-10-2024,08-11-2024,EMP0488,Operations
12-04-2024,5966,21.5,6450,73685,7368.5,3684.25,11052.75,62632.25,13-03-2024,12-04-2024,EMP0489,IT
12-12-2024,5889,21.2,6360,74711,7471.1,3735.55,11206.65,63504.35,12-11-2024,12-12-2024,EMP0490,Operations
27-10-2024,19448,7,2100,44675,4467.5,2233.75,6701.25,37973.75,27-09-2024,27-10-2024,EMP0491,IT
28-03-2024,8061,8.1,2430,53638,5363.8,2681.9,8045.7,45592.3,27-02-2024,28-03-2024,EMP0492,Sales
29-10-2024,11461,19.6,5880,82869,8286.9,4143.45,12430.35,70438.65,29-09-2024,29-10-2024,EMP0493,Finance
16-06-2024,11166,11.7,3510,103607,10360.7,5180.35,15541.05,88065.95,17-05-2024,16-06-2024,EMP0494,Sales
18-06-2024,16821,5.8,1740,104942,10494.2,5247.1,15741.3,89200.7,19-05-2024,18-06-2024,EMP0495,HR
14-05-2024,11967,22,6600,102316,10231.6,5115.8,15347.4,86968.6,14-04-2024,14-05-2024,EMP0496,HR
19-02-2024,16381,4.6,1380,76433,7643.3,3821.65,11464.95,64968.05,20-01-2024,19-02-2024,EMP0497,Finance
05-12-2024,15940,25.7,7710,57381,5738.1,2869.05,8607.15,48773.85,05-11-2024,05-12-2024,EMP0498,Operations
12-12-2024,14858,15.4,4620,93990,9399,4699.5,14098.5,79891.5,12-11-2024,12-12-2024,EMP0499,HR
13-05-2024,16258,3.2,960,88242,8824.2,4412.1,13236.3,75005.7,13-04-2024,13-05-2024,EMP0500,Operations
12-12-2024,13101,20.8,6240,43173,4317.3,2158.65,6475.95,36697.05,12-11-2024,12-12-2024,EMP0501,Operations
16-05-2024,12379,15.6,4680,69391,6939.1,3469.55,10408.65,58982.35,16-04-2024,16-05-2024,EMP0502,Operations
01-09-2024,14633,8.9,2670,49770,4977,2488.5,7465.5,42304.5,02-08-2024,01-09-2024,EMP0503,HR
18-04-2024,12280,12.7,3810,77115,7711.5,3855.75,11567.25,65547.75,19-03-2024,18-04-2024,EMP0504,Operations
08-11-2024,6067,9,2700,41874,4187.4,2093.7,6281.1,35592.9,09-10-2024,08-11-2024,EMP0505,Finance
13-10-2024,9223,7.9,2370,75074,7507.4,3753.7,11261.1,63812.9,13-09-2024,13-10-2024,EMP0506,HR
21-01-2024,16115,4.9,1470,40166,4016.6,2008.3,6024.9,34141.1,22-12-2023,21-01-2024,EMP0507,Sales
30-03-2024,17445,10.9,3270,92353,9235.3,4617.65,13852.95,78500.05,29-02-2024,30-03-2024,EMP0508,Sales
22-10-2024,17048,7.5,2250,47716,4771.6,2385.8,7157.4,40558.6,22-09-2024,22-10-2024,EMP0509,IT
21-04-2024,14018,20.5,6150,69281,6928.1,3464.05,10392.15,58888.85,22-03-2024,21-04-2024,EMP0510,HR
27-10-2024,19178,20.5,6150,108372,10837.2,5418.6,16255.8,92116.2,27-09-2024,27-10-2024,EMP0511,HR
17-03-2024,9607,15.1,4530,95167,9516.7,4758.35,14275.05,80891.95,16-02-2024,17-03-2024,EMP0512,Sales
25-06-2024,8985,23.3,6990,47789,4778.9,2389.45,7168.35,40620.65,26-05-2024,25-06-2024,EMP0513,Operations
08-12-2024,15284,25.2,7560,52868,5286.8,2643.4,7930.2,44937.8,08-11-2024,08-12-2024,EMP0514,Sales
27-05-2024,8179,17.4,5220,96687,9668.7,4834.35,14503.05,82183.95,27-04-2024,27-05-2024,EMP0515,HR
10-04-2024,19554,18.6,5580,102970,10297,5148.5,15445.5,87524.5,11-03-2024,10-04-2024,EMP0516,Finance
02-09-2024,9538,8.5,2550,39523,3952.3,1976.15,5928.45,33594.55,03-08-2024,02-09-2024,EMP0517,IT
26-04-2024,17093,26.8,8040,112217,11221.7,5610.85,16832.55,95384.45,27-03-2024,26-04-2024,EMP0518,Sales
01-04-2024,7362,0.7,210,30979,3097.9,1548.95,4646.85,26332.15,02-03-2024,01-04-2024,EMP0519,Finance
28-01-2024,7224,10.5,3150,63314,6331.4,3165.7,9497.1,53816.9,29-12-2023,28-01-2024,EMP0520,Sales
25-01-2024,11371,21.7,6510,43547,4354.7,2177.35,6532.05,37014.95,26-12-2023,25-01-2024,EMP0521,IT
27-02-2024,6726,2.4,720,64568,6456.8,3228.4,9685.2,54882.8,28-01-2024,27-02-2024,EMP0522,Finance
23-10-2024,15198,5.5,1650,61940,6194,3097,9291,52649,23-09-2024,23-10-2024,EMP0523,Operations
13-05-2024,10791,17.7,5310,62606,6260.6,3130.3,9390.9,53215.1,13-04-2024,13-05-2024,EMP0524,Operations
26-11-2024,13073,16.8,5040,74826,7482.6,3741.3,11223.9,63602.1,27-10-2024,26-11-2024,EMP0525,Finance
05-09-2024,13458,22.2,6660,94505,9450.5,4725.25,14175.75,80329.25,06-08-2024,05-09-2024,EMP0526,IT
07-02-2024,12013,24.4,7320,82502,8250.2,4125.1,12375.3,70126.7,08-01-2024,07-02-2024,EMP0527,IT
15-03-2024,5837,3.9,1170,78749,7874.9,3937.45,11812.35,66936.65,14-02-2024,15-03-2024,EMP0528,Operations
21-05-2024,9584,0.6,180,70286,7028.6,3514.3,10542.9,59743.1,21-04-2024,21-05-2024,EMP0529,IT
17-11-2024,17989,20.7,6210,48079,4807.9,2403.95,7211.85,40867.15,18-10-2024,17-11-2024,EMP0530,Finance
16-06-2024,5686,9,2700,71840,7184,3592,10776,61064,17-05-2024,16-06-2024,EMP0531,IT
15-09-2024,16553,18.8,5640,97904,9790.4,4895.2,14685.6,83218.4,16-08-2024,15-09-2024,EMP0532,IT
20-12-2024,18283,4.5,1350,83172,8317.2,4158.6,12475.8,70696.2,20-11-2024,20-12-2024,EMP0533,Finance
12-08-2024,5356,14.1,4230,97907,9790.7,4895.35,14686.05,83220.95,13-07-2024,12-08-2024,EMP0534,HR
31-05-2024,17007,15.1,4530,56336,5633.6,2816.8,8450.4,47885.6,01-05-2024,31-05-2024,EMP0535,HR
19-01-2024,14063,17.6,5280,99445,9944.5,4972.25,14916.75,84528.25,20-12-2023,19-01-2024,EMP0536,Sales
25-05-2024,15165,15.4,4620,90511,9051.1,4525.55,13576.65,76934.35,25-04-2024,25-05-2024,EMP0537,Finance
28-08-2024,19539,14.9,4470,92793,9279.3,4639.65,13918.95,78874.05,29-07-2024,28-08-2024,EMP0538,IT
09-12-2024,9647,10,3000,75980,7598,3799,11397,64583,09-11-2024,09-12-2024,EMP0539,HR
24-08-2024,15002,2.1,630,76460,7646,3823,11469,64991,25-07-2024,24-08-2024,EMP0540,Operations
04-02-2024,9418,2.7,810,99754,9975.4,4987.7,14963.1,84790.9,05-01-2024,04-02-2024,EMP0541,Sales
08-07-2024,15833,13,3900,94095,9409.5,4704.75,14114.25,79980.75,08-06-2024,08-07-2024,EMP0542,Operations
01-01-2024,15420,10.7,3210,92627,9262.7,4631.35,13894.05,78732.95,02-12-2023,01-01-2024,EMP0543,Operations
01-06-2024,11642,15.5,4650,86633,8663.3,4331.65,12994.95,73638.05,02-05-2024,01-06-2024,EMP0544,Operations
05-05-2024,8391,9.1,2730,50194,5019.4,2509.7,7529.1,42664.9,05-04-2024,05-05-2024,EMP0545,HR
10-12-2024,17370,20.6,6180,58099,5809.9,2904.95,8714.85,49384.15,10-11-2024,10-12-2024,EMP0546,Finance
13-08-2024,15542,25.9,7770,100232,10023.2,5011.6,15034.8,85197.2,14-07-2024,13-08-2024,EMP0547,IT
08-08-2024,9357,9,2700,52373,5237.3,2618.65,7855.95,44517.05,09-07-2024,08-08-2024,EMP0548,Sales
29-07-2024,9879,5.8,1740,57802,5780.2,2890.1,8670.3,49131.7,29-06-2024,29-07-2024,EMP0549,Operations
25-01-2024,10319,3.5,1050,55993,5599.3,2799.65,8398.95,47594.05,26-12-2023,25-01-2024,EMP0550,Finance
16-01-2024,18201,18.5,5550,106266,10626.6,5313.3,15939.9,90326.1,17-12-2023,16-01-2024,EMP0551,HR
30-06-2024,7739,13.3,3990,78434,7843.4,3921.7,11765.1,66668.9,31-05-2024,30-06-2024,EMP0552,Sales
24-11-2024,18231,5.6,1680,66667,6666.7,3333.35,10000.05,56666.95,25-10-2024,24-11-2024,EMP0553,HR
08-05-2024,15922,19.6,5880,102192,10219.2,5109.6,15328.8,86863.2,08-04-2024,08-05-2024,EMP0554,Sales
11-02-2024,14510,4.5,1350,104229,10422.9,5211.45,15634.35,88594.65,12-01-2024,11-02-2024,EMP0555,Sales
01-12-2024,14727,16.6,4980,49296,4929.6,2464.8,7394.4,41901.6,01-11-2024,01-12-2024,EMP0556,HR
23-08-2024,9784,15.8,4740,48640,4864,2432,7296,41344,24-07-2024,23-08-2024,EMP0557,HR
25-12-2024,15635,22,6600,87021,8702.1,4351.05,13053.15,73967.85,25-11-2024,25-12-2024,EMP0558,HR
03-02-2024,14964,1.7,510,65760,6576,3288,9864,55896,04-01-2024,03-02-2024,EMP0559,Operations
10-12-2024,16401,26.6,7980,60375,6037.5,3018.75,9056.25,51318.75,10-11-2024,10-12-2024,EMP0560,Finance
14-02-2024,18126,21.1,6330,71095,7109.5,3554.75,10664.25,60430.75,15-01-2024,14-02-2024,EMP0561,Operations
13-05-2024,5877,6.5,1950,45032,4503.2,2251.6,6754.8,38277.2,13-04-2024,13-05-2024,EMP0562,Finance
21-01-2024,7870,5.5,1650,86197,8619.7,4309.85,12929.55,73267.45,22-12-2023,21-01-2024,EMP0563,HR
01-05-2024,16392,12.9,3870,73192,7319.2,3659.6,10978.8,62213.2,01-04-2024,01-05-2024,EMP0564,HR
10-03-2024,17336,24.5,7350,63002,6300.2,3150.1,9450.3,53551.7,09-02-2024,10-03-2024,EMP0565,Sales
17-12-2024,16939,25.3,7590,71833,7183.3,3591.65,10774.95,61058.05,17-11-2024,17-12-2024,EMP0566,Sales
26-12-2024,16028,15.6,4680,54111,5411.1,2705.55,8116.65,45994.35,26-11-2024,26-12-2024,EMP0567,Finance
17-02-2024,5292,25.8,7740,64964,6496.4,3248.2,9744.6,55219.4,18-01-2024,17-02-2024,EMP0568,Operations
08-02-2024,14843,0.2,60,71604,7160.4,3580.2,10740.6,60863.4,09-01-2024,08-02-2024,EMP0569,Sales
13-10-2024,17823,1.1,330,41538,4153.8,2076.9,6230.7,35307.3,13-09-2024,13-10-2024,EMP0570,Operations
10-01-2024,17598,27.4,8220,103059,10305.9,5152.95,15458.85,87600.15,11-12-2023,10-01-2024,EMP0571,HR
30-01-2024,13728,23.3,6990,51085,5108.5,2554.25,7662.75,43422.25,31-12-2023,30-01-2024,EMP0572,Finance
31-08-2024,19214,13.5,4050,108294,10829.4,5414.7,16244.1,92049.9,01-08-2024,31-08-2024,EMP0573,Sales
30-09-2024,7686,22.6,6780,80971,8097.1,4048.55,12145.65,68825.35,31-08-2024,30-09-2024,EMP0574,HR
28-03-2024,5233,28.7,8610,67175,6717.5,3358.75,10076.25,57098.75,27-02-2024,28-03-2024,EMP0575,IT
31-08-2024,18520,23.2,6960,80748,8074.8,4037.4,12112.2,68635.8,01-08-2024,31-08-2024,EMP0576,Sales
24-11-2024,15844,25.3,7590,68997,6899.7,3449.85,10349.55,58647.45,25-10-2024,24-11-2024,EMP0577,HR
15-01-2024,19429,22.8,6840,82673,8267.3,4133.65,12400.95,70272.05,16-12-2023,15-01-2024,EMP0578,IT
04-01-2024,7374,5,1500,84056,8405.6,4202.8,12608.4,71447.6,05-12-2023,04-01-2024,EMP0579,Finance
09-07-2024,7272,25,7500,67763,6776.3,3388.15,10164.45,57598.55,09-06-2024,09-07-2024,EMP0580,Finance
16-06-2024,5966,5.9,1770,75399,7539.9,3769.95,11309.85,64089.15,17-05-2024,16-06-2024,EMP0581,Sales
09-01-2024,5889,26.8,8040,99815,9981.5,4990.75,14972.25,84842.75,10-12-2023,09-01-2024,EMP0582,Operations
18-04-2024,8863,13.8,4140,57130,5713,2856.5,8569.5,48560.5,19-03-2024,18-04-2024,EMP0583,Operations
16-05-2024,11154,20.3,6090,94936,9493.6,4746.8,14240.4,80695.6,16-04-2024,16-05-2024,EMP0584,HR
02-06-2024,8400,14.9,4470,70370,7037,3518.5,10555.5,59814.5,03-05-2024,02-06-2024,EMP0585,Finance
27-07-2024,13226,2.8,840,67851,6785.1,3392.55,10177.65,57673.35,27-06-2024,27-07-2024,EMP0586,Operations
28-09-2024,9542,8.7,2610,80149,8014.9,4007.45,12022.35,68126.65,29-08-2024,28-09-2024,EMP0587,Sales
22-05-2024,8523,29.5,8850,44543,4454.3,2227.15,6681.45,37861.55,22-04-2024,22-05-2024,EMP0588,Finance
08-04-2024,6763,28.8,8640,48706,4870.6,2435.3,7305.9,41400.1,09-03-2024,08-04-2024,EMP0589,Operations
03-11-2024,8291,9.6,2880,66358,6635.8,3317.9,9953.7,56404.3,04-10-2024,03-11-2024,EMP0590,IT
09-03-2024,7488,29.9,8970,101492,10149.2,5074.6,15223.8,86268.2,08-02-2024,09-03-2024,EMP0591,Sales
03-09-2024,15892,25.4,7620,45405,4540.5,2270.25,6810.75,38594.25,04-08-2024,03-09-2024,EMP0592,HR
17-09-2024,6558,18.3,5490,45801,4580.1,2290.05,6870.15,38930.85,18-08-2024,17-09-2024,EMP0593,Finance
02-10-2024,9690,1.2,360,68140,6814,3407,10221,57919,02-09-2024,02-10-2024,EMP0594,IT
19-03-2024,11121,27,8100,104143,10414.3,5207.15,15621.45,88521.55,18-02-2024,19-03-2024,EMP0595,IT
25-05-2024,7276,16.7,5010,91698,9169.8,4584.9,13754.7,77943.3,25-04-2024,25-05-2024,EMP0596,Operations
20-04-2024,17198,26.1,7830,101058,10105.8,5052.9,15158.7,85899.3,21-03-2024,20-04-2024,EMP0597,Finance
14-09-2024,9439,25,7500,54448,5444.8,2722.4,8167.2,46280.8,15-08-2024,14-09-2024,EMP0598,Sales
02-04-2024,6103,25,7500,102256,10225.6,5112.8,15338.4,86917.6,03-03-2024,02-04-2024,EMP0599,Operations
13-01-2024,12520,20.9,6270,75719,7571.9,3785.95,11357.85,64361.15,14-12-2023,13-01-2024,EMP0600,Sales
16-09-2024,14611,8.7,2610,85512,8551.2,4275.6,12826.8,72685.2,17-08-2024,16-09-2024,EMP0601,HR
18-04-2024,10409,10.1,3030,37481,3748.1,1874.05,5622.15,31858.85,19-03-2024,18-04-2024,EMP0602,Operations
25-11-2024,14670,9.3,2790,100034,10003.4,5001.7,15005.1,85028.9,26-10-2024,25-11-2024,EMP0603,Sales
07-07-2024,17106,0.6,180,74487,7448.7,3724.35,11173.05,63313.95,07-06-2024,07-07-2024,EMP0604,HR
04-04-2024,16934,17.5,5250,56200,5620,2810,8430,47770,05-03-2024,04-04-2024,EMP0605,IT
14-04-2024,18439,21,6300,69761,6976.1,3488.05,10464.15,59296.85,15-03-2024,14-04-2024,EMP0606,Operations
08-01-2024,12869,25.6,7680,68487,6848.7,3424.35,10273.05,58213.95,09-12-2023,08-01-2024,EMP0607,Finance
07-03-2024,7956,4.2,1260,72894,7289.4,3644.7,10934.1,61959.9,06-02-2024,07-03-2024,EMP0608,Sales
09-07-2024,12710,16.3,4890,99320,9932,4966,14898,84422,09-06-2024,09-07-2024,EMP0609,HR
12-09-2024,11017,0.2,60,87882,8788.2,4394.1,13182.3,74699.7,13-08-2024,12-09-2024,EMP0610,Sales
09-01-2024,14574,2.9,870,37430,3743,1871.5,5614.5,31815.5,10-12-2023,09-01-2024,EMP0611,HR
26-04-2024,15766,1.6,480,48407,4840.7,2420.35,7261.05,41145.95,27-03-2024,26-04-2024,EMP0612,Finance
23-09-2024,8384,21.8,6540,55613,5561.3,2780.65,8341.95,47271.05,24-08-2024,23-09-2024,EMP0613,IT
08-04-2024,19410,2.4,720,101054,10105.4,5052.7,15158.1,85895.9,09-03-2024,08-04-2024,EMP0614,HR
24-10-2024,14761,21.5,6450,104956,10495.6,5247.8,15743.4,89212.6,24-09-2024,24-10-2024,EMP0615,IT
12-06-2024,15086,7.5,2250,38547,3854.7,1927.35,5782.05,32764.95,13-05-2024,12-06-2024,EMP0616,IT
20-05-2024,15435,26.3,7890,43554,4355.4,2177.7,6533.1,37020.9,20-04-2024,20-05-2024,EMP0617,Sales
24-09-2024,15058,24.4,7320,90920,9092,4546,13638,77282,25-08-2024,24-09-2024,EMP0618,Sales
06-02-2024,5028,28.7,8610,47983,4798.3,2399.15,7197.45,40785.55,07-01-2024,06-02-2024,EMP0619,Operations
14-03-2024,13897,26.5,7950,73666,7366.6,3683.3,11049.9,62616.1,13-02-2024,14-03-2024,EMP0620,IT
13-03-2024,14212,28,8400,90391,9039.1,4519.55,13558.65,76832.35,12-02-2024,13-03-2024,EMP0621,IT
03-11-2024,15255,25.8,7740,108579,10857.9,5428.95,16286.85,92292.15,04-10-2024,03-11-2024,EMP0622,Finance
17-07-2024,14638,20.8,6240,60828,6082.8,3041.4,9124.2,51703.8,17-06-2024,17-07-2024,EMP0623,IT
09-05-2024,12756,5.1,1530,49459,4945.9,2472.95,7418.85,42040.15,09-04-2024,09-05-2024,EMP0624,Sales
02-09-2024,11948,8.2,2460,92440,9244,4622,13866,78574,03-08-2024,02-09-2024,EMP0625,IT
07-11-2024,16856,6.4,1920,66812,6681.2,3340.6,10021.8,56790.2,08-10-2024,07-11-2024,EMP0626,IT
29-02-2024,16179,18.1,5430,55901,5590.1,2795.05,8385.15,47515.85,30-01-2024,29-02-2024,EMP0627,IT
05-10-2024,10755,15.1,4530,38337,3833.7,1916.85,5750.55,32586.45,05-09-2024,05-10-2024,EMP0628,Finance
12-04-2024,8602,26,7800,80779,8077.9,4038.95,12116.85,68662.15,13-03-2024,12-04-2024,EMP0629,IT
22-10-2024,10062,28.6,8580,106480,10648,5324,15972,90508,22-09-2024,22-10-2024,EMP0630,Sales
15-11-2024,16877,12.1,3630,108326,10832.6,5416.3,16248.9,92077.1,16-10-2024,15-11-2024,EMP0631,Finance
06-12-2024,13071,15.2,4560,53251,5325.1,2662.55,7987.65,45263.35,06-11-2024,06-12-2024,EMP0632,HR
30-05-2024,12244,29.1,8730,71435,7143.5,3571.75,10715.25,60719.75,30-04-2024,30-05-2024,EMP0633,IT
05-06-2024,11372,8.3,2490,54612,5461.2,2730.6,8191.8,46420.2,06-05-2024,05-06-2024,EMP0634,HR
24-07-2024,12105,23.8,7140,48717,4871.7,2435.85,7307.55,41409.45,24-06-2024,24-07-2024,EMP0635,HR
27-06-2024,16560,6.8,2040,107863,10786.3,5393.15,16179.45,91683.55,28-05-2024,27-06-2024,EMP0636,IT
15-07-2024,8581,20.4,6120,92303,9230.3,4615.15,13845.45,78457.55,15-06-2024,15-07-2024,EMP0637,Operations
10-08-2024,7762,7.6,2280,55565,5556.5,2778.25,8334.75,47230.25,11-07-2024,10-08-2024,EMP0638,Operations
29-03-2024,17229,26.5,7950,75945,7594.5,3797.25,11391.75,64553.25,28-02-2024,29-03-2024,EMP0639,Operations
13-10-2024,5572,16.8,5040,96672,9667.2,4833.6,14500.8,82171.2,13-09-2024,13-10-2024,EMP0640,Finance
02-10-2024,12705,5.6,1680,43464,4346.4,2173.2,6519.6,36944.4,02-09-2024,02-10-2024,EMP0641,Operations
23-08-2024,18894,6.7,2010,49303,4930.3,2465.15,7395.45,41907.55,24-07-2024,23-08-2024,EMP0642,IT
01-07-2024,17280,14.8,4440,102446,10244.6,5122.3,15366.9,87079.1,01-06-2024,01-07-2024,EMP0643,Sales
27-07-2024,5614,28.8,8640,50786,5078.6,2539.3,7617.9,43168.1,27-06-2024,27-07-2024,EMP0644,HR
09-05-2024,9050,23.1,6930,79142,7914.2,3957.1,11871.3,67270.7,09-04-2024,09-05-2024,EMP0645,HR
01-06-2024,5325,14.6,4380,33454,3345.4,1672.7,5018.1,28435.9,02-05-2024,01-06-2024,EMP0646,IT
13-01-2024,8740,10.1,3030,43123,4312.3,2156.15,6468.45,36654.55,14-12-2023,13-01-2024,EMP0647,Finance
01-05-2024,5358,16.5,4950,58785,5878.5,2939.25,8817.75,49967.25,01-04-2024,01-05-2024,EMP0648,HR
24-12-2024,8777,22.5,6750,60097,6009.7,3004.85,9014.55,51082.45,24-11-2024,24-12-2024,EMP0649,IT
07-08-2024,10906,23.5,7050,49393,4939.3,2469.65,7408.95,41984.05,08-07-2024,07-08-2024,EMP0650,HR
15-04-2024,15563,9.7,2910,76577,7657.7,3828.85,11486.55,65090.45,16-03-2024,15-04-2024,EMP0651,Sales
10-03-2024,6721,21.6,6480,96571,9657.1,4828.55,14485.65,82085.35,09-02-2024,10-03-2024,EMP0652,Sales
13-07-2024,6349,19.7,5910,36810,3681,1840.5,5521.5,31288.5,13-06-2024,13-07-2024,EMP0653,Finance
04-07-2024,8696,28.8,8640,105695,10569.5,5284.75,15854.25,89840.75,04-06-2024,04-07-2024,EMP0654,Sales
08-04-2024,8896,27.9,8370,92146,9214.6,4607.3,13821.9,78324.1,09-03-2024,08-04-2024,EMP0655,Finance
22-03-2024,9260,23.7,7110,49286,4928.6,2464.3,7392.9,41893.1,21-02-2024,22-03-2024,EMP0656,Operations
15-03-2024,14788,21.7,6510,82743,8274.3,4137.15,12411.45,70331.55,14-02-2024,15-03-2024,EMP0657,Finance
05-12-2024,14819,8.2,2460,84915,8491.5,4245.75,12737.25,72177.75,05-11-2024,05-12-2024,EMP0658,IT
10-07-2024,11941,25.4,7620,69246,6924.6,3462.3,10386.9,58859.1,10-06-2024,10-07-2024,EMP0659,HR
20-11-2024,15694,12.8,3840,90668,9066.8,4533.4,13600.2,77067.8,21-10-2024,20-11-2024,EMP0660,IT
01-08-2024,18464,8.2,2460,108771,10877.1,5438.55,16315.65,92455.35,02-07-2024,01-08-2024,EMP0661,Operations
10-11-2024,8808,11.5,3450,72251,7225.1,3612.55,10837.65,61413.35,11-10-2024,10-11-2024,EMP0662,HR
13-11-2024,10246,25.1,7530,82109,8210.9,4105.45,12316.35,69792.65,14-10-2024,13-11-2024,EMP0663,Sales
